user_id,signup_date,first_order_date,city,acquisition_channel,initial_promo_received,is_uber_cross_user
U002210,2026-03-22,2026-03-31,Los Angeles,Local Campaign,True,False
U002211,2026-02-08,2026-02-08,Los Angeles,Paid Social,True,False
U002212,2025-11-13,2025-12-28,Phoenix,Referral,False,False
U002213,2026-02-09,2026-02-19,Los Angeles,Uber Cross-App,True,True
U002214,2025-09-29,2025-10-06,Seattle,Uber Cross-App,False,False
U002215,2025-09-08,2025-10-18,San Diego,Uber Cross-App,False,True
U002216,2026-03-30,2026-03-30,Phoenix,Referral,True,False
U002217,2025-08-14,2025-08-15,Phoenix,Uber Cross-App,True,False
U002218,2026-02-28,2026-03-30,San Diego,Organic,False,False
U002219,2026-01-24,2026-01-28,San Diego,Referral,False,False
U002220,2026-02-18,2026-02-18,Los Angeles,Paid Social,True,False
U002221,2025-11-01,2025-11-14,Los Angeles,Organic,True,False
U002222,2025-08-05,2025-08-27,Seattle,Uber Cross-App,False,True
U002223,2025-12-11,2025-12-23,San Francisco,Organic,True,True
U002224,2025-11-16,2025-11-19,Phoenix,Paid Social,True,True
U002225,2025-07-31,2025-08-30,Los Angeles,Organic,False,False
U002226,2025-09-09,2025-10-04,Los Angeles,Local Campaign,False,False
U002227,2025-08-12,2025-08-18,Los Angeles,Paid Social,True,False
U002228,2026-02-18,2026-02-23,Los Angeles,Paid Social,True,False
U002229,2025-07-15,2025-07-28,Los Angeles,Local Campaign,False,False
U002230,2025-12-27,2026-01-11,Los Angeles,Local Campaign,False,False
U002231,2026-02-04,2026-02-18,San Francisco,Referral,True,False
U002232,2025-09-22,2025-09-26,Seattle,Uber Cross-App,False,False
U002233,2025-12-03,2025-12-16,San Francisco,Referral,True,False
U002234,2025-11-29,2025-12-04,Los Angeles,Uber Cross-App,True,False
U002235,2025-12-09,2025-12-23,Los Angeles,Referral,True,False
U002236,2025-09-25,2025-10-03,Los Angeles,Organic,True,False
U002237,2025-09-01,2025-09-15,Los Angeles,Local Campaign,False,False
U002238,2025-11-30,2025-12-03,Phoenix,Referral,True,False
U002239,2026-02-11,2026-02-20,Los Angeles,Uber Cross-App,True,True
U002240,2025-11-09,2025-11-12,Los Angeles,Local Campaign,False,True
U002241,2025-08-05,2025-08-14,Los Angeles,Uber Cross-App,False,False
U002242,2025-11-17,2025-11-25,Seattle,Referral,True,False
U002243,2025-07-06,2025-07-19,Los Angeles,Uber Cross-App,True,False
U002244,2025-12-30,2026-01-06,San Diego,Paid Social,True,False
U002245,2025-10-11,2025-10-17,Los Angeles,Paid Social,True,False
U002246,2025-11-18,2025-11-27,Los Angeles,Uber Cross-App,True,True
U002247,2025-09-12,2025-10-27,Los Angeles,Uber Cross-App,False,False
U002248,2026-03-16,2026-03-29,Los Angeles,Uber Cross-App,False,False
U002249,2026-02-12,2026-03-01,San Diego,Referral,False,True
U002250,2025-12-11,2025-12-14,Los Angeles,Local Campaign,False,False
U002251,2025-09-29,2025-10-10,San Diego,Local Campaign,False,False
U002252,2026-01-18,2026-02-04,Los Angeles,Uber Cross-App,False,True
U002253,2025-12-02,2025-12-04,Los Angeles,Referral,False,False
U002254,2025-11-20,2025-12-15,Seattle,Referral,False,False
U002255,2025-09-17,2025-09-30,San Francisco,Organic,True,True
U002256,2025-08-11,2025-08-12,Los Angeles,Referral,True,False
U002257,2026-02-11,2026-02-21,San Diego,Uber Cross-App,True,True
U002258,2025-09-05,2025-09-10,Los Angeles,Local Campaign,True,False
U002259,2025-12-26,2026-01-02,San Diego,Organic,True,False
U002260,2025-08-17,2025-09-26,Los Angeles,Uber Cross-App,False,True
U002261,2025-12-31,2026-01-09,Phoenix,Local Campaign,True,True
U002262,2026-02-08,2026-03-21,San Francisco,Paid Social,False,True
U002263,2025-07-13,2025-07-22,San Diego,Uber Cross-App,True,False
U002264,2026-03-23,2026-03-31,San Francisco,Uber Cross-App,False,True
U002265,2025-07-13,2025-08-22,San Francisco,Referral,False,False
U002266,2026-03-21,2026-03-30,Los Angeles,Referral,True,True
U002267,2026-03-26,2026-03-31,Los Angeles,Organic,False,False
U002268,2026-03-12,2026-03-24,San Diego,Uber Cross-App,True,True
U002269,2025-08-15,2025-09-13,Seattle,Local Campaign,False,False
U002270,2025-10-26,2025-11-02,Seattle,Uber Cross-App,True,True
U002271,2025-12-03,2025-12-10,Los Angeles,Uber Cross-App,True,True
U002272,2025-10-18,2025-11-21,Seattle,Referral,False,False
U002273,2025-09-08,2025-09-22,Los Angeles,Referral,True,False
U002274,2025-09-02,2025-09-08,San Diego,Organic,True,True
U002275,2025-07-28,2025-08-03,San Francisco,Organic,True,True
U002276,2026-02-17,2026-02-26,San Francisco,Uber Cross-App,True,True
U002277,2025-08-12,2025-08-24,Los Angeles,Paid Social,True,False
U002278,2026-03-20,2026-03-31,San Diego,Uber Cross-App,True,True
U002279,2025-08-30,2025-09-04,San Francisco,Paid Social,True,False
U002280,2026-03-21,2026-03-23,San Francisco,Local Campaign,True,True
U002281,2026-02-14,2026-03-27,San Diego,Uber Cross-App,False,True
U002282,2025-11-22,2025-12-01,Los Angeles,Referral,True,False
U002283,2025-11-07,2025-11-25,San Francisco,Uber Cross-App,False,True
U002284,2026-02-07,2026-02-16,Los Angeles,Local Campaign,False,True
U002285,2025-10-03,2025-10-15,Los Angeles,Paid Social,True,False
U002286,2025-12-16,2026-01-13,San Francisco,Uber Cross-App,False,True
U002287,2025-12-26,2026-01-22,Los Angeles,Organic,False,False
U002288,2026-01-19,2026-01-28,Seattle,Uber Cross-App,True,True
U002289,2025-08-06,2025-08-08,Seattle,Paid Social,True,False
U002290,2025-07-01,2025-07-07,Los Angeles,Paid Social,True,True
U002291,2025-08-18,2025-09-01,Los Angeles,Uber Cross-App,True,True
U002292,2025-11-10,2025-11-10,San Francisco,Uber Cross-App,True,True
U002293,2025-07-04,2025-07-15,Los Angeles,Uber Cross-App,True,True
U002294,2026-03-31,2026-03-31,Los Angeles,Referral,True,False
U002295,2025-08-28,2025-09-06,Seattle,Organic,True,False
U002296,2026-01-19,2026-01-26,San Diego,Referral,False,False
U002297,2025-11-11,2025-11-16,Phoenix,Referral,False,True
U002298,2025-08-04,2025-08-09,San Diego,Local Campaign,True,True
U002299,2025-07-24,2025-07-25,San Diego,Organic,True,False
U002300,2026-02-10,2026-02-19,San Francisco,Organic,True,True
U002301,2025-12-18,2025-12-28,Los Angeles,Organic,True,True
U002302,2026-02-01,2026-02-08,Los Angeles,Paid Social,False,False
U002303,2025-10-02,2025-10-31,San Francisco,Paid Social,False,False
U002304,2025-09-22,2025-10-08,Seattle,Organic,False,False
U002305,2026-01-01,2026-01-02,Los Angeles,Organic,True,False
U002306,2025-08-31,2025-09-13,Los Angeles,Uber Cross-App,True,True
U002307,2025-09-23,2025-10-01,Phoenix,Uber Cross-App,True,False
U002308,2025-09-05,2025-09-07,Los Angeles,Paid Social,True,False
U002309,2025-09-18,2025-09-24,Seattle,Uber Cross-App,True,True
U002310,2025-07-07,2025-07-20,Los Angeles,Organic,True,True
U002311,2025-09-17,2025-09-26,San Francisco,Uber Cross-App,True,True
U002312,2025-11-27,2025-12-10,Seattle,Local Campaign,False,False
U002313,2025-12-03,2025-12-11,Los Angeles,Uber Cross-App,True,True
U002314,2026-01-01,2026-02-01,Los Angeles,Referral,False,False
U002315,2025-11-25,2025-12-23,San Francisco,Local Campaign,False,True
U002316,2026-03-25,2026-03-31,Seattle,Paid Social,True,True
U002317,2025-10-19,2025-10-22,Seattle,Referral,True,True
U002318,2026-02-19,2026-02-21,San Diego,Uber Cross-App,True,False
U002319,2026-02-21,2026-03-28,Los Angeles,Uber Cross-App,False,True
U002320,2025-12-15,2025-12-21,San Francisco,Referral,True,False
U002321,2025-12-26,2025-12-29,San Francisco,Local Campaign,True,False
U002322,2025-11-03,2025-11-13,Los Angeles,Uber Cross-App,True,True
U002323,2025-10-11,2025-10-19,Los Angeles,Organic,True,False
U002324,2025-09-21,2025-10-31,Los Angeles,Referral,False,False
U002325,2025-10-16,2025-10-27,Phoenix,Uber Cross-App,True,True
U002326,2026-01-22,2026-02-02,Los Angeles,Paid Social,False,False
U002327,2025-11-13,2025-11-21,Seattle,Referral,True,False
U002328,2025-10-24,2025-11-05,Seattle,Uber Cross-App,True,True
U002329,2025-08-06,2025-08-12,Los Angeles,Organic,True,True
U002330,2025-10-06,2025-11-05,San Francisco,Organic,False,False
U002331,2025-12-11,2025-12-18,Los Angeles,Paid Social,True,True
U002332,2025-09-03,2025-09-30,Los Angeles,Paid Social,False,True
U002333,2025-12-03,2025-12-05,Phoenix,Uber Cross-App,False,True
U002334,2025-08-14,2025-08-16,Los Angeles,Paid Social,True,False
U002335,2026-03-23,2026-03-31,Los Angeles,Paid Social,False,True
U002336,2025-09-05,2025-09-05,Los Angeles,Paid Social,True,False
U002337,2025-07-28,2025-07-30,Los Angeles,Referral,True,False
U002338,2026-02-15,2026-02-20,San Francisco,Paid Social,True,False
U002339,2025-10-29,2025-10-31,Phoenix,Paid Social,True,True
U002340,2026-02-03,2026-03-19,San Diego,Organic,False,True
U002341,2026-01-31,2026-01-31,San Francisco,Referral,True,False
U002342,2025-07-16,2025-07-21,Los Angeles,Uber Cross-App,False,True
U002343,2025-07-06,2025-07-11,San Diego,Local Campaign,True,False
U002344,2025-09-15,2025-10-16,San Francisco,Local Campaign,False,False
U002345,2026-03-16,2026-03-24,Phoenix,Referral,False,False
U002346,2025-07-03,2025-07-03,Phoenix,Uber Cross-App,False,True
U002347,2025-07-31,2025-08-01,San Diego,Local Campaign,True,True
U002348,2026-01-18,2026-01-21,Phoenix,Referral,True,True
U002349,2026-03-14,2026-03-22,San Francisco,Uber Cross-App,True,True
U002350,2025-08-01,2025-09-01,San Diego,Local Campaign,False,False
U002351,2026-02-20,2026-02-22,Los Angeles,Local Campaign,False,False
U002352,2026-02-13,2026-02-24,Los Angeles,Local Campaign,True,False
U002353,2026-02-16,2026-02-17,Seattle,Local Campaign,True,False
U002354,2025-11-20,2025-12-08,San Francisco,Paid Social,False,True
U002355,2026-01-24,2026-02-10,San Francisco,Uber Cross-App,False,True
U002356,2025-08-19,2025-08-30,Seattle,Uber Cross-App,True,False
U002357,2025-08-10,2025-08-11,Los Angeles,Local Campaign,False,False
U002358,2025-11-24,2025-12-05,Los Angeles,Paid Social,True,False
U002359,2025-07-21,2025-07-30,Seattle,Local Campaign,True,False
U002360,2026-01-07,2026-02-12,Los Angeles,Paid Social,False,False
U002361,2025-08-16,2025-09-15,Los Angeles,Uber Cross-App,False,False
U002362,2026-01-03,2026-01-22,San Francisco,Referral,False,False
U002363,2025-07-29,2025-08-02,San Francisco,Uber Cross-App,True,True
U002364,2026-02-19,2026-02-25,Los Angeles,Uber Cross-App,True,True
U002365,2026-03-02,2026-03-02,San Francisco,Organic,True,False
U002366,2026-03-13,2026-03-16,Los Angeles,Local Campaign,False,True
U002367,2025-11-28,2025-11-30,San Francisco,Uber Cross-App,True,True
U002368,2025-12-06,2025-12-12,Phoenix,Organic,True,False
U002369,2026-01-11,2026-01-20,Los Angeles,Local Campaign,True,False
U002370,2025-07-11,2025-08-01,Los Angeles,Local Campaign,False,True
U002371,2025-08-12,2025-09-07,Los Angeles,Paid Social,False,False
U002372,2025-08-13,2025-08-27,Los Angeles,Referral,True,False
U002373,2026-02-03,2026-02-10,Seattle,Uber Cross-App,True,True
U002374,2026-02-05,2026-02-10,Los Angeles,Referral,True,False
U002375,2025-12-27,2026-01-05,Seattle,Local Campaign,True,True
U002376,2026-03-21,2026-03-30,Los Angeles,Paid Social,True,False
U002377,2026-02-18,2026-02-21,San Francisco,Uber Cross-App,True,False
U002378,2025-11-02,2025-11-08,San Diego,Organic,True,False
U002379,2025-08-11,2025-08-13,Los Angeles,Organic,True,False
U002380,2026-02-20,2026-03-23,Los Angeles,Organic,False,True
U002381,2025-07-05,2025-07-09,Los Angeles,Uber Cross-App,True,True
U002382,2026-02-11,2026-02-20,San Francisco,Paid Social,True,False
U002383,2025-08-07,2025-08-13,Los Angeles,Local Campaign,True,True
U002384,2025-11-10,2025-11-19,Los Angeles,Paid Social,False,False
U002385,2025-07-15,2025-07-31,Los Angeles,Uber Cross-App,False,False
U002386,2026-01-25,2026-01-29,Los Angeles,Organic,True,False
U002387,2026-01-27,2026-01-29,San Diego,Paid Social,True,False
U002388,2025-09-24,2025-10-28,San Diego,Local Campaign,False,True
U002389,2026-02-09,2026-02-17,San Francisco,Uber Cross-App,True,True
U002390,2026-03-24,2026-03-31,Los Angeles,Uber Cross-App,True,True
U002391,2026-03-15,2026-03-31,San Francisco,Local Campaign,False,False
U002392,2025-08-03,2025-08-12,Phoenix,Uber Cross-App,True,True
U002393,2025-08-02,2025-09-13,San Diego,Referral,False,True
U002394,2025-12-14,2026-01-05,San Francisco,Referral,False,False
U002395,2025-10-09,2025-10-17,Seattle,Referral,True,False
U002396,2025-07-26,2025-07-28,Phoenix,Paid Social,True,True
U002397,2025-11-13,2025-11-14,Los Angeles,Local Campaign,False,True
U002398,2026-03-22,2026-03-31,San Diego,Organic,False,False
U002399,2025-09-06,2025-09-07,San Francisco,Local Campaign,True,False
U002400,2026-02-01,2026-02-04,San Francisco,Organic,True,False
U002401,2025-09-03,2025-09-04,Phoenix,Organic,False,True
U002402,2025-12-05,2025-12-08,San Francisco,Local Campaign,True,False
U002403,2025-07-30,2025-08-10,Los Angeles,Paid Social,False,False
U002404,2025-09-18,2025-09-23,San Diego,Local Campaign,True,False
U002405,2025-12-01,2025-12-05,Los Angeles,Referral,True,False
U002406,2026-01-26,2026-02-20,Los Angeles,Organic,False,False
U002407,2025-07-12,2025-07-22,San Francisco,Organic,False,True
U002408,2025-12-28,2026-01-02,Los Angeles,Paid Social,True,False
U002409,2025-10-08,2025-10-14,Los Angeles,Organic,True,False
U002410,2025-11-16,2025-11-30,San Francisco,Uber Cross-App,True,True
U002411,2025-11-20,2025-12-02,Los Angeles,Paid Social,True,False
U002412,2025-07-27,2025-08-31,San Francisco,Organic,False,False
U002413,2026-01-26,2026-01-31,Los Angeles,Uber Cross-App,True,True
U002414,2025-08-26,2025-09-03,San Diego,Referral,True,False
U002415,2025-12-17,2026-01-07,Seattle,Organic,False,False
U002416,2026-01-18,2026-01-27,San Diego,Organic,True,False
U002417,2025-11-17,2025-12-05,Los Angeles,Local Campaign,False,False
U002418,2025-07-17,2025-07-18,Seattle,Paid Social,True,False
U002419,2025-07-05,2025-07-16,Los Angeles,Paid Social,True,False
U002420,2025-08-15,2025-08-26,Los Angeles,Paid Social,True,True
U002421,2026-01-03,2026-01-17,Los Angeles,Uber Cross-App,True,True
U002422,2025-07-10,2025-07-19,Los Angeles,Uber Cross-App,True,True
U002423,2025-12-14,2025-12-22,Phoenix,Organic,False,False
U002424,2025-09-10,2025-09-23,San Francisco,Local Campaign,False,False
U002425,2025-12-20,2025-12-23,Los Angeles,Organic,False,False
U002426,2025-10-26,2025-10-29,San Francisco,Organic,True,True
U002427,2025-11-13,2025-12-22,Los Angeles,Local Campaign,False,False
U002428,2025-09-09,2025-09-20,Los Angeles,Paid Social,False,False
U002429,2026-02-13,2026-03-21,San Francisco,Uber Cross-App,False,False
U002430,2025-07-18,2025-08-05,Seattle,Uber Cross-App,False,True
U002431,2025-07-20,2025-08-02,Los Angeles,Organic,True,False
U002432,2025-12-14,2025-12-22,Seattle,Organic,True,False
U002433,2025-12-31,2026-01-08,San Diego,Local Campaign,False,True
U002434,2025-10-14,2025-10-28,San Francisco,Referral,False,True
U002435,2025-08-30,2025-09-30,Phoenix,Organic,False,False
U002436,2025-11-16,2025-11-29,Phoenix,Paid Social,True,True
U002437,2025-08-08,2025-08-17,Los Angeles,Organic,True,False
U002438,2025-12-30,2026-01-04,San Francisco,Paid Social,True,False
U002439,2026-03-29,2026-03-31,San Francisco,Local Campaign,False,False
U002440,2025-07-23,2025-07-28,Los Angeles,Uber Cross-App,False,False
U002441,2026-01-18,2026-01-24,Phoenix,Referral,True,False
U002442,2025-11-01,2025-11-16,Los Angeles,Organic,False,False
U002443,2025-08-14,2025-08-16,Los Angeles,Paid Social,False,False
U002444,2025-08-26,2025-08-27,Los Angeles,Organic,True,False
U002445,2025-10-05,2025-10-05,Los Angeles,Paid Social,True,False
U002446,2025-11-27,2026-01-07,Los Angeles,Local Campaign,False,False
U002447,2026-03-29,2026-03-29,San Francisco,Local Campaign,True,True
U002448,2026-02-19,2026-02-25,Los Angeles,Referral,False,False
U002449,2026-03-07,2026-03-08,Los Angeles,Paid Social,True,False
U002450,2025-11-07,2025-11-16,San Francisco,Referral,True,False
U002451,2026-01-23,2026-02-03,Los Angeles,Organic,True,False
U002452,2025-12-18,2025-12-21,Los Angeles,Uber Cross-App,True,True
U002453,2026-01-08,2026-01-08,Los Angeles,Referral,True,False
U002454,2025-11-29,2025-11-30,Los Angeles,Uber Cross-App,True,False
U002455,2025-11-08,2025-11-12,Los Angeles,Referral,True,False
U002456,2025-07-15,2025-07-25,San Francisco,Uber Cross-App,True,True
U002457,2025-10-23,2025-11-24,Phoenix,Local Campaign,False,False
U002458,2026-01-04,2026-01-18,Seattle,Organic,True,False
U002459,2026-03-09,2026-03-28,Seattle,Organic,False,False
U002460,2026-03-10,2026-03-22,Los Angeles,Uber Cross-App,False,False
U002461,2025-08-16,2025-09-09,San Diego,Organic,False,True
U002462,2026-02-15,2026-02-20,Seattle,Paid Social,False,True
U002463,2025-10-09,2025-11-11,Los Angeles,Organic,False,False
U002464,2026-02-23,2026-02-27,San Francisco,Organic,True,False
U002465,2026-03-14,2026-03-18,Seattle,Referral,True,True
U002466,2025-08-03,2025-09-10,Seattle,Local Campaign,False,False
U002467,2025-10-15,2025-10-17,San Francisco,Local Campaign,True,False
U002468,2025-07-31,2025-08-12,Los Angeles,Organic,True,False
U002469,2025-09-12,2025-10-11,Seattle,Local Campaign,False,True
U002470,2026-01-25,2026-02-04,Los Angeles,Paid Social,True,False
U002471,2026-02-25,2026-03-29,San Francisco,Organic,False,False
U002472,2025-10-01,2025-11-06,San Francisco,Local Campaign,False,False
U002473,2025-11-21,2025-12-11,San Francisco,Organic,False,False
U002474,2025-07-28,2025-08-06,San Diego,Local Campaign,True,True
U002475,2025-11-09,2025-11-17,San Francisco,Uber Cross-App,True,True
U002476,2025-10-25,2025-11-05,San Francisco,Uber Cross-App,True,False
U002477,2026-01-25,2026-02-07,Los Angeles,Referral,True,False
U002478,2026-02-02,2026-02-15,Los Angeles,Organic,False,False
U002479,2026-02-02,2026-02-07,Los Angeles,Uber Cross-App,True,True
U002480,2025-08-27,2025-09-22,Phoenix,Organic,False,False
U002481,2026-01-23,2026-02-02,San Francisco,Paid Social,True,False
U002482,2025-10-05,2025-10-19,Phoenix,Uber Cross-App,True,True
U002483,2025-10-20,2025-10-24,Phoenix,Uber Cross-App,False,False
U002484,2025-08-16,2025-08-27,San Francisco,Local Campaign,False,False
U002485,2025-09-25,2025-11-01,San Francisco,Organic,False,False
U002486,2025-08-19,2025-08-27,Los Angeles,Referral,True,False
U002487,2026-01-05,2026-01-16,Los Angeles,Local Campaign,True,False
U002488,2025-09-20,2025-09-26,Phoenix,Paid Social,True,True
U002489,2025-10-06,2025-10-22,Los Angeles,Uber Cross-App,False,False
U002490,2025-11-08,2025-11-13,Phoenix,Paid Social,True,True
U002491,2025-11-01,2025-11-09,Los Angeles,Paid Social,True,True
U002492,2025-09-06,2025-09-19,Los Angeles,Local Campaign,False,False
U002493,2026-02-18,2026-03-02,Los Angeles,Paid Social,True,False
U002494,2026-03-28,2026-03-28,Phoenix,Paid Social,True,False
U002495,2026-03-12,2026-03-26,Los Angeles,Uber Cross-App,True,True
U002496,2025-07-22,2025-09-03,San Francisco,Uber Cross-App,False,True
U002497,2025-09-26,2025-11-09,Los Angeles,Referral,False,False
U002498,2025-09-16,2025-10-01,San Francisco,Referral,False,True
U002499,2025-12-03,2025-12-20,Los Angeles,Local Campaign,False,False
U002500,2025-10-22,2025-11-29,Los Angeles,Local Campaign,False,True
U002501,2026-02-27,2026-03-13,Los Angeles,Referral,True,False
U002502,2025-07-31,2025-08-09,San Francisco,Uber Cross-App,True,True
U002503,2025-12-08,2025-12-14,Phoenix,Uber Cross-App,False,False
U002504,2025-10-27,2025-10-30,Los Angeles,Local Campaign,True,True
U002505,2026-03-21,2026-03-22,San Francisco,Uber Cross-App,True,True
U002506,2025-11-17,2025-11-30,Seattle,Uber Cross-App,True,True
U002507,2026-02-06,2026-03-18,Seattle,Organic,False,True
U002508,2025-10-17,2025-11-18,San Francisco,Referral,False,True
U002509,2025-07-30,2025-08-12,Los Angeles,Referral,True,True
U002510,2026-02-19,2026-03-30,Los Angeles,Organic,False,True
U002511,2026-01-18,2026-01-28,Los Angeles,Organic,True,True
U002512,2026-02-22,2026-02-23,San Francisco,Local Campaign,True,False
U002513,2025-11-10,2025-11-21,Los Angeles,Local Campaign,False,False
U002514,2025-08-30,2025-09-08,San Diego,Local Campaign,True,False
U002515,2025-07-28,2025-09-02,San Francisco,Uber Cross-App,False,True
U002516,2025-09-25,2025-11-03,Los Angeles,Uber Cross-App,False,True
U002517,2025-10-28,2025-11-09,Los Angeles,Referral,True,False
U002518,2026-01-28,2026-02-12,Los Angeles,Paid Social,False,False
U002519,2025-12-18,2025-12-26,Los Angeles,Paid Social,True,False
U002520,2026-03-10,2026-03-22,Los Angeles,Paid Social,True,True
U002521,2025-07-11,2025-08-15,Seattle,Organic,False,True
U002522,2026-02-14,2026-02-14,Seattle,Organic,True,False
U002523,2025-10-10,2025-10-12,Los Angeles,Referral,True,False
U002524,2025-12-24,2025-12-28,Los Angeles,Local Campaign,True,False
U002525,2025-08-09,2025-08-15,Los Angeles,Organic,True,False
U002526,2025-07-17,2025-08-11,Los Angeles,Paid Social,False,True
U002527,2025-12-10,2026-01-15,Los Angeles,Local Campaign,False,True
U002528,2026-03-15,2026-03-17,Los Angeles,Paid Social,True,True
U002529,2025-09-08,2025-09-11,San Diego,Organic,True,True
U002530,2025-12-24,2025-12-26,Los Angeles,Local Campaign,True,True
U002531,2025-09-01,2025-09-13,Los Angeles,Uber Cross-App,True,True
U002532,2025-11-23,2025-12-09,Los Angeles,Paid Social,False,False
U002533,2026-03-14,2026-03-17,San Francisco,Local Campaign,True,False
U002534,2025-08-20,2025-08-26,Los Angeles,Referral,True,True
U002535,2025-12-03,2026-01-15,Los Angeles,Local Campaign,False,False
U002536,2025-09-13,2025-09-27,Phoenix,Uber Cross-App,False,True
U002537,2026-03-29,2026-03-31,Los Angeles,Local Campaign,False,False
U002538,2025-11-18,2025-12-17,Los Angeles,Uber Cross-App,False,True
U002539,2025-08-06,2025-08-08,Los Angeles,Organic,False,True
U002540,2025-12-29,2025-12-30,Los Angeles,Organic,True,False
U002541,2025-09-06,2025-09-17,Los Angeles,Paid Social,True,False
U002542,2025-07-22,2025-08-17,San Francisco,Uber Cross-App,False,True
U002543,2025-08-17,2025-09-12,Los Angeles,Local Campaign,False,False
U002544,2025-09-14,2025-10-13,Phoenix,Uber Cross-App,False,True
U002545,2026-02-07,2026-02-14,Los Angeles,Organic,False,True
U002546,2025-12-06,2026-01-11,Seattle,Referral,False,False
U002547,2026-01-25,2026-02-08,Seattle,Uber Cross-App,False,True
U002548,2025-08-07,2025-08-07,San Francisco,Referral,True,False
U002549,2025-07-01,2025-07-23,San Diego,Local Campaign,False,False
U002550,2025-08-28,2025-09-07,San Francisco,Local Campaign,True,False
U002551,2025-08-25,2025-09-26,Los Angeles,Organic,False,False
U002552,2025-11-21,2026-01-03,Los Angeles,Uber Cross-App,False,True
U002553,2025-10-29,2025-11-02,San Diego,Paid Social,True,True
U002554,2025-08-21,2025-08-29,San Diego,Referral,True,False
U002555,2025-08-21,2025-08-23,Los Angeles,Uber Cross-App,True,True
U002556,2025-09-19,2025-09-23,Los Angeles,Referral,True,False
U002557,2025-08-29,2025-09-10,Los Angeles,Local Campaign,True,False
U002558,2026-03-14,2026-03-24,Phoenix,Uber Cross-App,True,True
U002559,2026-01-05,2026-01-26,San Diego,Referral,False,False
U002560,2026-01-10,2026-01-16,Los Angeles,Referral,True,False
U002561,2026-03-22,2026-03-31,Los Angeles,Uber Cross-App,True,False
U002562,2025-11-07,2025-11-07,Seattle,Uber Cross-App,True,False
U002563,2025-08-20,2025-09-12,Los Angeles,Local Campaign,False,False
U002564,2025-12-23,2026-02-04,Los Angeles,Paid Social,False,False
U002565,2025-11-24,2025-11-28,Los Angeles,Referral,True,True
U002566,2025-07-18,2025-07-29,San Francisco,Uber Cross-App,False,True
U002567,2025-10-16,2025-10-20,Los Angeles,Paid Social,True,True
U002568,2025-10-15,2025-11-11,Phoenix,Local Campaign,False,True
U002569,2026-01-25,2026-02-01,Los Angeles,Uber Cross-App,True,False
U002570,2026-01-24,2026-01-27,Los Angeles,Organic,True,False
U002571,2025-12-15,2025-12-24,Los Angeles,Paid Social,True,False
U002572,2025-10-18,2025-10-27,San Francisco,Local Campaign,True,True
U002573,2025-12-15,2025-12-21,Los Angeles,Uber Cross-App,True,True
U002574,2025-12-21,2026-01-02,Los Angeles,Local Campaign,True,False
U002575,2025-12-28,2026-01-02,Los Angeles,Paid Social,True,False
U002576,2026-03-16,2026-03-17,Seattle,Uber Cross-App,True,False
U002577,2026-03-29,2026-03-31,San Francisco,Local Campaign,False,False
U002578,2026-01-26,2026-02-01,Los Angeles,Referral,True,False
U002579,2026-01-01,2026-01-07,Phoenix,Referral,True,False
U002580,2025-12-09,2025-12-22,San Francisco,Organic,True,True
U002581,2026-03-18,2026-03-28,San Francisco,Referral,True,False
U002582,2025-11-03,2025-11-22,Phoenix,Organic,False,False
U002583,2026-03-06,2026-03-09,Los Angeles,Organic,False,False
U002584,2026-02-17,2026-03-11,Los Angeles,Uber Cross-App,False,True
U002585,2026-02-25,2026-03-02,Phoenix,Referral,True,False
U002586,2025-10-05,2025-10-31,Los Angeles,Uber Cross-App,False,True
U002587,2025-10-25,2025-10-28,Los Angeles,Paid Social,True,False
U002588,2025-08-26,2025-10-06,Los Angeles,Local Campaign,False,False
U002589,2025-07-03,2025-07-11,Los Angeles,Uber Cross-App,False,True
U002590,2026-01-18,2026-01-29,Phoenix,Local Campaign,False,True
U002591,2026-03-07,2026-03-31,Los Angeles,Uber Cross-App,False,True
U002592,2025-10-20,2025-10-26,Seattle,Uber Cross-App,False,False
U002593,2025-09-11,2025-09-15,San Francisco,Referral,False,True
U002594,2025-10-10,2025-10-19,San Diego,Referral,True,False
U002595,2025-08-26,2025-08-26,San Francisco,Paid Social,True,True
U002596,2026-02-26,2026-03-06,Los Angeles,Organic,True,False
U002597,2025-08-11,2025-08-14,San Diego,Organic,True,False
U002598,2025-08-08,2025-08-18,Los Angeles,Uber Cross-App,False,False
U002599,2025-10-01,2025-11-01,San Francisco,Uber Cross-App,False,False
U002600,2025-11-15,2025-11-26,San Francisco,Paid Social,True,True
U002601,2025-12-09,2025-12-10,Los Angeles,Organic,True,False
U002602,2026-01-15,2026-01-23,Los Angeles,Uber Cross-App,True,False
U002603,2025-12-13,2025-12-16,Seattle,Referral,False,True
U002604,2026-01-23,2026-01-31,Phoenix,Organic,True,False
U002605,2025-11-30,2026-01-10,San Francisco,Organic,False,False
U002606,2025-07-30,2025-08-09,San Diego,Paid Social,True,False
U002607,2025-09-07,2025-09-08,San Francisco,Referral,True,False
U002608,2026-03-10,2026-03-17,San Francisco,Local Campaign,True,False
U002609,2026-01-28,2026-02-22,Los Angeles,Referral,False,False
U002610,2026-01-02,2026-01-10,Phoenix,Uber Cross-App,True,True
U002611,2025-07-01,2025-07-13,Los Angeles,Local Campaign,True,True
U002612,2025-10-24,2025-10-27,Los Angeles,Uber Cross-App,False,True
U002613,2026-02-25,2026-03-05,San Diego,Local Campaign,True,True
